5,6,2
5,12,8
5,13,24
5,14,12
5,15,20
5,17,7
5,19,9
5,20,14
5,21,32
5,22,64
5,23,10
5,24,2
5,27,3
5,28,10
5,29,7
5,30,36
5,32,4
5,33,1
5,39,1
5,40,2
6,5,6
6,6,127
6,12,176
6,13,727
6,14,494
6,15,498
6,17,65
6,18,60
6,19,505
6,20,425
6,21,566
6,22,631
6,23,97
6,24,45
6,27,49
6,28,120
6,29,106
6,30,474
6,31,49
6,32,46
6,33,41
6,34,9
6,38,53
6,39,81
6,40,77
6,42,7
6,43,3
6,49,10
6,51,6
6,53,2
6,54,1
6,60,1
12,5,1
12,6,144
12,12,49
12,13,469
12,14,291
12,15,259
12,17,40
12,18,72
12,19,653
12,20,291
12,21,317
12,22,236
12,23,45
12,24,18
12,27,45
12,28,126
12,29,58
12,30,230
12,31,30
12,32,13
12,33,28
12,34,6
12,38,38
12,39,61
12,40,62
12,42,4
12,43,6
12,49,4
12,51,2
12,53,1
12,57,1
13,5,14
13,6,724
13,12,503
13,13,875
13,14,1280
13,15,1602
13,17,136
13,18,117
13,19,1245
13,20,1757
13,21,1488
13,22,1108
13,23,252
13,24,130
13,27,147
13,28,279
13,29,186
13,30,1191
13,31,238
13,32,95
13,33,127
13,34,26
13,38,75
13,39,212
13,40,257
13,42,16
13,43,15
13,49,16
13,51,19
13,53,17
13,54,6
13,57,3
13,60,4
14,5,8
14,6,393
14,12,230
14,13,1195
14,14,106
14,15,720
14,17,129
14,18,50
14,19,952
14,20,806
14,21,835
14,22,711
14,23,191
14,24,88
14,27,71
14,28,136
14,29,86
14,30,594
14,31,130
14,32,48
14,33,92
14,34,12
14,38,48
14,39,131
14,40,178
14,42,11
14,43,11
14,49,7
14,51,5
14,53,11
14,54,4
14,57,1
14,60,3
15,5,11
15,6,449
15,12,227
15,13,1621
15,14,819
15,15,943
15,17,417
15,18,56
15,19,1119
15,20,1254
15,21,1319
15,22,2172
15,23,670
15,24,339
15,27,90
15,28,277
15,29,181
15,30,1458
15,31,269
15,32,130
15,33,342
15,34,57
15,38,97
15,39,238
15,40,382
15,42,43
15,43,41
15,49,20
15,51,28
15,53,25
15,54,14
15,57,2
15,60,13
17,5,3
17,6,64
17,12,32
17,13,156
17,14,170
17,15,417
17,17,12
17,18,6
17,19,98
17,20,182
17,21,357
17,22,286
17,23,202
17,24,151
17,27,4
17,28,37
17,29,36
17,30,352
17,31,94
17,32,33
17,33,148
17,34,19
17,38,29
17,39,55
17,40,103
17,42,16
17,43,23
17,49,12
17,51,8
17,53,6
17,54,4
17,60,7
18,5,1
18,6,50
18,12,52
18,13,136
18,14,49
18,15,69
18,17,11
18,18,7
18,19,133
18,20,110
18,21,91
18,22,53
18,23,9
18,24,9
18,27,12
18,28,50
18,29,14
18,30,51
18,31,19
18,33,6
18,34,1
18,38,10
18,39,23
18,40,30
18,42,2
18,49,4
18,51,2
18,53,4
19,5,10
19,6,358
19,12,434
19,13,1064
19,14,916
19,15,875
19,17,75
19,18,112
19,19,447
19,20,1255
19,21,1355
19,22,590
19,23,119
19,24,78
19,27,81
19,28,537
19,29,274
19,30,849
19,31,125
19,32,44
19,33,86
19,34,22
19,38,140
19,39,309
19,40,293
19,42,16
19,43,9
19,49,28
19,51,16
19,53,5
19,54,3
19,57,1
19,60,2
20,5,4
20,6,389
20,12,307
20,13,1844
20,14,923
20,15,1220
20,17,174
20,18,144
20,19,1431
20,20,553
20,21,1596
20,22,1363
20,23,390
20,24,199
20,27,210
20,28,317
20,29,408
20,30,1906
20,31,463
20,32,141
20,33,195
20,34,28
20,38,167
20,39,459
20,40,678
20,42,21
20,43,21
20,49,49
20,51,21
20,53,16
20,54,11
20,57,4
20,60,2
21,5,11
21,6,401
21,12,301
21,13,1393
21,14,995
21,15,1193
21,17,422
21,18,87
21,19,1739
21,20,1708
21,21,640
21,22,1613
21,23,621
21,24,282
21,27,122
21,28,371
21,29,321
21,30,2303
21,31,548
21,32,241
21,33,277
21,34,41
21,38,272
21,39,650
21,40,932
21,42,44
21,43,36
21,49,68
21,51,36
21,53,19
21,54,19
21,57,7
21,60,2
22,5,13
22,6,424
22,12,193
22,13,973
22,14,808
22,15,2027
22,17,271
22,18,38
22,19,791
22,20,1394
22,21,1663
22,22,597
22,23,1023
22,24,604
22,27,45
22,28,294
22,29,319
22,30,1589
22,31,433
22,32,258
22,33,593
22,34,93
22,38,186
22,39,451
22,40,692
22,42,108
22,43,90
22,49,64
22,51,68
22,53,68
22,54,23
22,57,1
22,60,14
23,5,3
23,6,88
23,12,59
23,13,242
23,14,230
23,15,625
23,17,236
23,18,19
23,19,186
23,20,400
23,21,741
23,22,1013
23,23,128
23,24,583
23,27,13
23,28,84
23,29,84
23,30,1063
23,31,516
23,32,223
23,33,1417
23,34,207
23,38,163
23,39,497
23,40,886
23,42,121
23,43,82
23,49,31
23,51,48
23,53,71
23,54,50
23,57,5
23,60,17
24,6,33
24,12,22
24,13,126
24,14,84
24,15,317
24,17,145
24,18,6
24,19,104
24,20,166
24,21,251
24,22,625
24,23,473
24,24,41
24,27,7
24,28,31
24,29,39
24,30,551
24,31,262
24,32,168
24,33,742
24,34,161
24,38,88
24,39,327
24,40,736
24,42,126
24,43,73
24,49,63
24,51,54
24,53,70
24,54,31
24,57,3
24,60,16
27,5,2
27,6,24
27,12,33
27,13,135
27,14,63
27,15,81
27,17,6
27,18,15
27,19,106
27,20,150
27,21,120
27,22,47
27,23,8
27,24,8
27,27,1
27,28,55
27,29,32
27,30,53
27,31,4
27,32,3
27,33,10
27,34,3
27,38,5
27,39,26
27,40,26
27,42,1
27,43,1
27,49,3
27,51,4
27,53,1
27,54,1
27,60,1
28,6,86
28,12,92
28,13,355
28,14,203
28,15,321
28,17,31
28,18,35
28,19,788
28,20,321
28,21,336
28,22,242
28,23,53
28,24,23
28,27,65
28,28,78
28,29,72
28,30,406
28,31,72
28,32,21
28,33,34
28,34,6
28,38,108
28,39,217
28,40,227
28,42,8
28,43,3
28,49,11
28,51,9
28,53,3
28,54,1
28,57,2
29,5,2
29,6,65
29,12,35
29,13,196
29,14,105
29,15,169
29,17,40
29,18,16
29,19,385
29,20,368
29,21,267
29,22,277
29,23,77
29,24,27
29,27,32
29,28,69
29,29,12
29,30,237
29,31,86
29,32,32
29,33,21
29,34,9
29,38,100
29,39,190
29,40,218
29,42,2
29,43,2
29,49,10
29,51,2
29,53,3
29,54,2
29,57,2
30,5,7
30,6,357
30,12,229
30,13,1065
30,14,679
30,15,1491
30,17,385
30,18,58
30,19,1052
30,20,2078
30,21,2393
30,22,1690
30,23,1051
30,24,610
30,27,82
30,28,546
30,29,203
30,30,927
30,31,883
30,32,373
30,33,518
30,34,84
30,38,481
30,39,1174
30,40,2125
30,42,89
30,43,39
30,49,102
30,51,52
30,53,26
30,54,18
30,57,16
30,60,10
31,5,1
31,6,52
31,12,45
31,13,307
31,14,138
31,15,326
31,17,76
31,18,12
31,19,195
31,20,565
31,21,751
31,22,492
31,23,594
31,24,336
31,27,19
31,28,91
31,29,127
31,30,916
31,31,100
31,32,164
31,33,323
31,34,35
31,38,138
31,39,377
31,40,1403
31,42,45
31,43,20
31,49,67
31,51,22
31,53,7
31,54,4
31,57,18
31,60,2
32,5,1
32,6,56
32,12,15
32,13,124
32,14,71
32,15,180
32,17,45
32,18,1
32,19,91
32,20,201
32,21,383
32,22,513
32,23,308
32,24,207
32,27,7
32,28,34
32,29,54
32,30,596
32,31,175
32,32,217
32,33,246
32,34,39
32,38,63
32,39,219
32,40,377
32,42,77
32,43,18
32,49,36
32,51,36
32,53,11
32,54,11
32,57,2
32,60,1
33,6,23
33,12,23
33,13,112
33,14,103
33,15,282
33,17,121
33,18,7
33,19,115
33,20,179
33,21,225
33,22,518
33,23,1160
33,24,614
33,27,13
33,28,31
33,29,32
33,30,416
33,31,223
33,32,164
33,33,347
33,34,271
33,38,86
33,39,259
33,40,825
33,42,237
33,43,226
33,49,121
33,51,112
33,53,121
33,54,56
33,57,5
33,60,33
33,62,1
34,6,8
34,12,4
34,13,33
34,14,23
34,15,45
34,17,31
34,19,22
34,20,37
34,21,50
34,22,118
34,23,157
34,24,194
34,27,2
34,28,6
34,29,10
34,30,68
34,31,36
34,32,20
34,33,299
34,34,19
34,38,12
34,39,42
34,40,150
34,42,43
34,43,72
34,49,52
34,51,29
34,53,38
34,54,12
34,57,2
34,60,5
38,5,1
38,6,32
38,12,20
38,13,95
38,14,52
38,15,87
38,17,27
38,18,8
38,19,190
38,20,176
38,21,249
38,22,156
38,23,148
38,24,87
38,27,16
38,28,80
38,29,98
38,30,414
38,31,105
38,32,53
38,33,130
38,34,16
38,38,34
38,39,139
38,40,496
38,42,20
38,43,6
38,49,38
38,51,6
38,53,11
38,54,4
38,57,7
38,60,1
39,5,2
39,6,50
39,12,57
39,13,223
39,14,118
39,15,217
39,17,57
39,18,21
39,19,355
39,20,432
39,21,577
39,22,344
39,23,385
39,24,275
39,27,21
39,28,219
39,29,207
39,30,902
39,31,287
39,32,128
39,33,241
39,34,28
39,38,147
39,39,408
39,40,967
39,42,35
39,43,13
39,49,132
39,51,15
39,53,15
39,54,1
39,57,18
39,60,8
40,5,3
40,6,61
40,12,50
40,13,336
40,14,208
40,15,372
40,17,95
40,18,27
40,19,440
40,20,555
40,21,844
40,22,628
40,23,824
40,24,829
40,27,46
40,28,237
40,29,219
40,30,2009
40,31,1189
40,32,287
40,33,971
40,34,121
40,38,470
40,39,1090
40,40,830
40,42,234
40,43,67
40,49,507
40,51,100
40,53,27
40,54,19
40,57,17
40,60,7
42,6,6
42,12,5
42,13,28
42,14,20
42,15,55
42,17,17
42,19,40
42,20,34
42,21,49
42,22,125
42,23,81
42,24,78
42,27,2
42,28,7
42,29,8
42,30,63
42,31,22
42,32,59
42,33,223
42,34,49
42,38,10
42,39,39
42,40,203
42,42,14
42,43,71
42,49,85
42,51,83
42,53,28
42,54,7
42,57,2
42,60,2
43,6,4
43,12,5
43,13,28
43,14,24
43,15,45
43,17,19
43,19,31
43,20,32
43,21,44
43,22,159
43,23,55
43,24,61
43,27,4
43,28,5
43,29,1
43,30,44
43,31,16
43,32,17
43,33,171
43,34,73
43,38,9
43,39,17
43,40,64
43,42,83
43,43,28
43,49,43
43,51,45
43,53,62
43,54,27
43,57,1
43,60,14
49,6,3
49,12,5
49,13,20
49,14,14
49,15,23
49,17,7
49,18,1
49,19,61
49,20,45
49,21,53
49,22,98
49,23,45
49,24,45
49,27,5
49,28,22
49,29,11
49,30,81
49,31,54
49,32,29
49,33,214
49,34,64
49,38,48
49,39,171
49,40,583
49,42,88
49,43,55
49,49,53
49,51,54
49,53,15
49,54,8
49,57,17
49,60,3
51,6,4
51,12,8
51,13,23
51,14,10
51,15,39
51,17,18
51,18,3
51,19,29
51,20,23
51,21,37
51,22,101
51,23,35
51,24,35
51,27,4
51,28,13
51,29,2
51,30,51
51,31,19
51,32,17
51,33,109
51,34,33
51,38,10
51,39,22
51,40,94
51,42,91
51,43,41
51,49,56
51,51,35
51,53,18
51,54,6
51,57,1
51,60,4
53,6,4
53,12,3
53,13,31
53,14,28
53,15,42
53,17,13
53,18,3
53,19,18
53,20,28
53,21,34
53,22,102
53,23,56
53,24,48
53,28,3
53,29,5
53,30,32
53,31,5
53,32,8
53,33,112
53,34,36
53,38,8
53,39,11
53,40,40
53,42,19
53,43,54
53,49,12
53,51,25
53,53,21
53,54,20
53,60,10
53,62,1
54,6,2
54,12,2
54,13,11
54,14,9
54,15,24
54,17,6
54,18,1
54,19,11
54,20,11
54,21,14
54,22,53
54,23,16
54,24,17
54,28,1
54,29,3
54,30,15
54,31,3
54,32,8
54,33,42
54,34,11
54,38,5
54,39,5
54,40,21
54,42,5
54,43,18
54,49,5
54,51,3
54,53,18
54,54,6
54,57,1
54,60,7
54,62,1
57,6,4
57,12,2
57,13,13
57,14,5
57,15,13
57,17,1
57,18,1
57,19,8
57,20,13
57,21,16
57,22,10
57,23,16
57,24,5
57,27,1
57,28,2
57,29,5
57,30,35
57,31,30
57,32,8
57,33,13
57,34,2
57,38,16
57,39,29
57,40,82
57,42,3
57,49,26
57,51,1
57,57,3
60,13,4
60,14,5
60,15,6
60,17,2
60,19,4
60,20,8
60,21,7
60,22,21
60,23,14
60,24,5
60,30,15
60,32,3
60,33,18
60,34,2
60,39,3
60,40,10
60,42,3
60,43,9
60,49,2
60,51,2
60,53,11
60,54,11
62,15,1
62,17,1
62,19,1
62,22,1
62,30,1
62,40,1
62,42,1
62,43,1
62,51,1
62,53,3
62,60,2
