date,lat,lon,ind
2018-12-11,40.73291553,-74.00711384,391873
2018-12-11,40.7153379,-74.01658354,391873
2018-12-11,40.73726186,-73.99238967,391874
2018-12-11,40.73221853,-73.98165557,391874
2018-12-11,40.73143724085228,-73.99490341544151,391875
2018-12-11,40.73223272,-73.98889957,391875
2018-12-11,40.73047747,-73.99906065,391876
2018-12-11,40.71413089,-73.9970468,391876
2018-12-11,40.6707767,-73.9576801,391877
2018-12-11,40.68506807308177,-73.97790759801863,391877
2018-12-11,40.71739973,-73.98016555,391878
2018-12-11,40.7208736,-73.98085795,391878
2018-12-11,40.72317958,-73.99480012,391879
2018-12-11,40.72217444,-73.98368779,391879
2018-12-11,40.69102925677968,-73.99183362722397,391880
2018-12-11,40.69512845,-73.99595065,391880
2018-12-11,40.68683208,-73.9796772,391881
2018-12-11,40.68981035,-73.97493121,391881
2018-12-11,40.795346,-73.96186,391882
2018-12-11,40.795346,-73.96186,391882
2018-12-11,40.72951496224949,-73.99075269699097,391883
2018-12-11,40.71910537,-73.99973337,391883
2018-12-11,40.71307916,-73.99851193,391884
2018-12-11,40.73971301,-73.99456405,391884
2018-12-11,40.73221853,-73.98165557,391885
2018-12-11,40.71427487,-73.98990025,391885
2018-12-11,40.73038599,-74.00214988,391886
2018-12-11,40.75660359,-73.9979009,391886
2018-12-11,40.71911552,-74.00666661,391887
2018-12-11,40.72708584,-73.95299117,391887
2018-12-11,40.73020660529954,-73.99102628231049,391888
2018-12-11,40.72580614,-73.97422494,391888
2018-12-11,40.7403432,-73.98955109,391889
2018-12-11,40.74765947,-73.98490707,391889
2018-12-11,40.76500525,-73.95818491,391890
2018-12-11,40.7612274,-73.96094022,391890
2018-12-11,40.74290902,-73.97706058,391891
2018-12-11,40.7937704,-73.971888,391891
2018-12-11,40.74275382865903,-74.00747358798981,391892
2018-12-11,40.76341379,-73.99667444,391892
2018-12-11,40.7284186,-73.98713956,391893
2018-12-11,40.72951496224949,-73.99075269699097,391893
2018-12-11,40.68312489,-73.97895137,391894
2018-12-11,40.6741806,-73.9564947,391894
