date,lat,lon,ind
2018-04-09,41.899602111,-87.633308037,3112733
2018-04-09,41.899602111,-87.633308037,3112733
2018-04-09,41.97907082,-87.903039661,3112734
2018-04-09,41.97907082,-87.903039661,3112734
2018-04-09,41.885300022,-87.642808466,3112735
2018-04-09,41.890922026,-87.618868355,3112735
2018-04-09,41.96581197,-87.655878786,3112736
2018-04-09,41.878865584,-87.625192142,3112736
2018-04-09,41.90749193,-87.63576009,3112737
2018-04-09,41.884987192,-87.620992913,3112737
2018-04-09,41.922686284,-87.649488729,3112738
2018-04-09,41.980264315,-87.913624596,3112738
2018-04-09,41.899602111,-87.633308037,3112739
2018-04-09,41.899602111,-87.633308037,3112739
2018-04-09,41.892042136,-87.63186395,3112740
2018-04-09,41.785998518,-87.750934289,3112740
2018-04-09,41.890922026,-87.618868355,3112741
2018-04-09,41.97907082,-87.903039661,3112741
2018-04-09,41.953582125,-87.72345239,3112742
2018-04-09,41.980264315,-87.913624596,3112742
2018-04-09,41.89321636,-87.63784421,3112743
2018-04-09,41.785998518,-87.750934289,3112743
2018-04-09,42.001571027,-87.695012589,3112744
2018-04-09,41.975170943,-87.687515515,3112744
2018-04-09,41.899602111,-87.633308037,3112745
2018-04-09,41.874005383,-87.66351755,3112745
2018-04-09,41.878865584,-87.625192142,3112746
2018-04-09,41.899602111,-87.633308037,3112746
2018-04-09,41.892507781,-87.626214906,3112747
2018-04-09,41.97907082,-87.903039661,3112747
2018-04-09,41.899602111,-87.633308037,3112748
2018-04-09,41.899602111,-87.633308037,3112748
2018-04-09,41.892507781,-87.626214906,3112749
2018-04-09,41.785998518,-87.750934289,3112749
2018-04-09,41.836150155,-87.648787952,3112750
2018-04-09,41.978829526,-87.771166703,3112750
2018-04-09,41.878865584,-87.625192142,3112751
2018-04-09,41.79259236,-87.769615453,3112751
2018-04-09,41.96581197,-87.655878786,3112752
2018-04-09,41.899602111,-87.633308037,3112752
2018-04-09,41.885300022,-87.642808466,3112753
2018-04-09,41.890922026,-87.618868355,3112753
2018-04-09,41.859349715,-87.617358006,3112754
2018-04-09,41.785998518,-87.750934289,3112754
2018-04-09,41.922686284,-87.649488729,3112755
2018-04-09,41.980264315,-87.913624596,3112755
2018-04-09,41.975170943,-87.687515515,3112756
2018-04-09,41.899602111,-87.633308037,3112756
2018-04-09,41.874005383,-87.66351755,3112757
2018-04-09,41.899602111,-87.633308037,3112757
2018-04-09,41.96581197,-87.655878786,3112758
