date,lat,lon,ind
2018-11-25,41.925601882,-87.653708042,287
2018-11-25,41.92883,-87.668507,287
2018-11-25,41.92883,-87.668507,673
2018-11-25,41.939365,-87.668385,673
2018-11-25,41.929143,-87.649077,769
2018-11-25,41.92883,-87.668507,769
2018-11-25,41.872187,-87.661501,1386
2018-11-25,41.871514,-87.669886,1386
2018-11-25,41.893992,-87.629318,1994
2018-11-25,41.898586651,-87.621915226,1994
2018-11-25,41.882664,-87.63253,2100
2018-11-25,41.898586651,-87.621915226,2100
2018-11-25,41.903222,-87.634324,2405
2018-11-25,41.898586651,-87.621915226,2405
2018-11-25,41.902973,-87.63128,2570
2018-11-25,41.898586651,-87.621915226,2570
2018-11-25,41.898586651,-87.621915226,3774
2018-11-25,41.894503,-87.617854,3774
2018-11-25,41.925601882,-87.653708042,4342
2018-11-25,41.928712,-87.653833,4342
2018-11-25,41.928712,-87.653833,4990
2018-11-25,41.931248,-87.644336,4990
2018-11-25,41.928712,-87.653833,5026
2018-11-25,41.885837,-87.6355,5026
2018-11-25,41.928712,-87.653833,5122
2018-11-25,41.928773,-87.663913,5122
2018-11-25,41.906724,-87.63483,5743
2018-11-25,41.894722,-87.634362,5743
2018-11-25,41.894722,-87.634362,6576
2018-11-25,41.893808056,-87.641697228,6576
2018-11-25,41.895764746,-87.625908033,7268
2018-11-25,41.894722,-87.634362,7268
2018-11-25,41.894722,-87.634362,7447
2018-11-25,41.884728,-87.619521,7447
2018-11-25,41.894722,-87.634362,8414
2018-11-25,41.904613,-87.640552,8414
2018-11-25,41.90096039,-87.62377664,9280
2018-11-25,41.90096039,-87.62377664,9280
2018-11-25,41.890173,-87.626185,9325
2018-11-25,41.90096039,-87.62377664,9325
2018-11-25,41.90096039,-87.62377664,9326
2018-11-25,41.890173,-87.626185,9326
2018-11-25,41.90096039,-87.62377664,9384
2018-11-25,41.912133,-87.634656,9384
2018-11-25,41.929546,-87.643118,9951
2018-11-25,41.90096039,-87.62377664,9951
2018-11-25,41.88461619,-87.644570585,10292
2018-11-25,41.90096039,-87.62377664,10292
2018-11-25,41.90096039,-87.62377664,10580
2018-11-25,41.884728,-87.619521,10580
2018-11-25,41.90096039,-87.62377664,10978
2018-11-25,41.896362458,-87.654061273,10978
2018-11-25,41.94367,-87.64895,12063
2018-11-25,41.954383,-87.648043,12063
