date,lat,lon,ind
2019-07-24,41.94018,-87.65304,4
2019-07-24,41.939398,-87.711561,4
2019-07-24,41.940106,-87.645451,330
2019-07-24,41.939398,-87.711561,330
2019-07-24,41.940106,-87.645451,331
2019-07-24,41.939398,-87.711561,331
2019-07-24,41.929567,-87.707857,438
2019-07-24,41.939398,-87.711561,438
2019-07-24,41.929567,-87.707857,439
2019-07-24,41.939398,-87.711561,439
2019-07-24,41.939398,-87.711561,559
2019-07-24,41.89766,-87.62351,559
2019-07-24,41.94018,-87.65304,718
2019-07-24,41.943739,-87.66402,718
2019-07-24,41.94018,-87.65304,719
2019-07-24,41.943739,-87.66402,719
2019-07-24,41.94018,-87.65304,720
2019-07-24,41.943739,-87.66402,720
2019-07-24,41.943739,-87.66402,953
2019-07-24,41.937582316,-87.644097805,953
2019-07-24,41.948797,-87.675278,1032
2019-07-24,41.943739,-87.66402,1032
2019-07-24,41.948797,-87.675278,1033
2019-07-24,41.943739,-87.66402,1033
2019-07-24,41.943739,-87.66402,1108
2019-07-24,41.954245,-87.654406,1108
2019-07-24,41.943739,-87.66402,1176
2019-07-24,41.898969,-87.629912,1176
2019-07-24,41.943739,-87.66402,1190
2019-07-24,41.893992,-87.629318,1190
2019-07-24,41.94367,-87.64895,1266
2019-07-24,41.943739,-87.66402,1266
2019-07-24,41.94367,-87.64895,1267
2019-07-24,41.943739,-87.66402,1267
2019-07-24,41.94367,-87.64895,1268
2019-07-24,41.943739,-87.66402,1268
2019-07-24,41.893808056,-87.641697228,1387
2019-07-24,41.943739,-87.66402,1387
2019-07-24,41.943739,-87.66402,1419
2019-07-24,41.949399,-87.654529,1419
2019-07-24,41.963982,-87.638181,1578
2019-07-24,41.943739,-87.66402,1578
2019-07-24,41.943739,-87.66402,1760
2019-07-24,41.95078,-87.659172,1760
2019-07-24,41.879472352,-87.625688606,1882
2019-07-24,41.943739,-87.66402,1882
2019-07-24,41.945529,-87.646439,1909
2019-07-24,41.943739,-87.66402,1909
2019-07-24,41.945529,-87.646439,1910
2019-07-24,41.943739,-87.66402,1910
2019-07-24,41.945529,-87.646439,1911
2019-07-24,41.943739,-87.66402,1911
2019-07-24,41.954177,-87.664358,2040
2019-07-24,41.943739,-87.66402,2040
2019-07-24,41.954177,-87.664358,2041
2019-07-24,41.943739,-87.66402,2041
2019-07-24,41.954177,-87.664358,2042
2019-07-24,41.943739,-87.66402,2042
2019-07-24,41.943739,-87.66402,2210
2019-07-24,41.915983,-87.677335,2210
2019-07-24,41.943739,-87.66402,2324
2019-07-24,41.884728,-87.619521,2324
2019-07-24,41.94334,-87.67097,2341
2019-07-24,41.943739,-87.66402,2341
2019-07-24,41.94334,-87.67097,2342
2019-07-24,41.943739,-87.66402,2342
2019-07-24,41.94334,-87.67097,2343
2019-07-24,41.943739,-87.66402,2343
2019-07-24,41.925601882,-87.653708042,2505
2019-07-24,41.943739,-87.66402,2505
2019-07-24,41.94454,-87.654678,2555
2019-07-24,41.943739,-87.66402,2555
2019-07-24,41.936496822,-87.647538658,2684
2019-07-24,41.943739,-87.66402,2684
2019-07-24,41.936496822,-87.647538658,2685
2019-07-24,41.943739,-87.66402,2685
2019-07-24,41.952833,-87.649993,2797
2019-07-24,41.943739,-87.66402,2797
2019-07-24,41.936083,-87.669807,2873
2019-07-24,41.943739,-87.66402,2873
2019-07-24,41.943739,-87.66402,2921
2019-07-24,41.928887,-87.658971,2921
2019-07-24,41.943739,-87.66402,2922
2019-07-24,41.928887,-87.658971,2922
2019-07-24,41.943739,-87.66402,3030
2019-07-24,41.921822,-87.64414,3030
2019-07-24,41.943739,-87.66402,3122
2019-07-24,41.94815,-87.66394,3122
2019-07-24,41.943739,-87.66402,3123
2019-07-24,41.94815,-87.66394,3123
2019-07-24,41.943739,-87.66402,3124
2019-07-24,41.94815,-87.66394,3124
2019-07-24,41.943739,-87.66402,3125
2019-07-24,41.94815,-87.66394,3125
2019-07-24,41.943739,-87.66402,3126
2019-07-24,41.94815,-87.66394,3126
2019-07-24,41.943739,-87.66402,3127
2019-07-24,41.94815,-87.66394,3127
2019-07-24,41.943739,-87.66402,3128
2019-07-24,41.94815,-87.66394,3128
2019-07-24,41.943739,-87.66402,3429
2019-07-24,41.88169,-87.63953,3429
2019-07-24,41.920195562,-87.692659199,3510
2019-07-24,41.943739,-87.66402,3510
2019-07-24,41.918306,-87.636282,3533
2019-07-24,41.943739,-87.66402,3533
2019-07-24,41.932225,-87.658617,3740
2019-07-24,41.943739,-87.66402,3740
2019-07-24,41.943739,-87.66402,3820
2019-07-24,41.943739,-87.66402,3820
2019-07-24,41.943739,-87.66402,3951
2019-07-24,41.918216,-87.656936,3951
2019-07-24,41.889906,-87.634266,4212
2019-07-24,41.943739,-87.66402,4212
2019-07-24,41.929546,-87.643118,4277
2019-07-24,41.943739,-87.66402,4277
2019-07-24,41.943739,-87.66402,4396
2019-07-24,41.919936,-87.64883,4396
2019-07-24,41.957866524,-87.649505138,4491
2019-07-24,41.943739,-87.66402,4491
2019-07-24,41.884241,-87.629634,4630
2019-07-24,41.943739,-87.66402,4630
2019-07-24,41.97334764,-87.667855471,4735
2019-07-24,41.943739,-87.66402,4735
2019-07-24,41.943739,-87.66402,4809
2019-07-24,41.93947775,-87.663747668,4809
2019-07-24,41.93947775,-87.663747668,4810
2019-07-24,41.943739,-87.66402,4810
2019-07-24,41.93947775,-87.663747668,4811
2019-07-24,41.943739,-87.66402,4811
2019-07-24,41.943739,-87.66402,4929
2019-07-24,41.957081,-87.664199,4929
2019-07-24,41.906724,-87.63483,5040
